"idcompany","country","channel","profile","idcompany-2","registrationdate","planname","paymentfrequency","lastpaidplan","firstpaymentdate","retirementdate","avgmoninvoices","avgmonbilling","users","downloadreports","helprequests"
5822,"COL","Digital","Empresario",5822,"2020-01-27","pyme","12",NULL,"2020-01-29",NULL,1636,8757,"7","5","6"
5823,"COL","Digital","Empresario",5823,"2021-03-17","pyme","6",NULL,"2021-04-15",NULL,213,6298,"2","3","6"
5824,"COL","Digital","Independiente",5824,"2021-09-13","pyme","12",NULL,"2022-02-01",NULL,2826,1261,"5","2","7"
5825,"COL","Digital","Empresario",5825,"2021-09-11","pyme","12",NULL,"2021-10-10",NULL,15,8729,"9","4","0"
5826,"COL","Digital","Empresario",5826,"2021-11-01","pyme","12",NULL,"2021-11-02",NULL,440,5910,"10","0","5"
5827,"COL","Digital","Contador",5827,"2019-07-04","consulta","12",NULL,NULL,NULL,64,4230,"2","0","2"
5828,"COL","Digital","Independiente",5828,"2019-07-11","consulta","12","pro","2019-09-20","2019-09-20",69,1591,"1","6","6"
5829,"COL","Digital","Contador",5829,"2019-11-30","consulta","6","plus","2019-12-01","2020-01-19",696,1251,"7","9","1"
5830,"COL","Digital","Empresario",5830,"2019-03-20","pyme","6",NULL,"2019-06-20",NULL,47,1860,"2","4","2"
5831,"COL","Digital","Contador",5831,"2020-08-12","pro","6",NULL,"2020-09-13",NULL,1229,1170,"9","5","0"
5832,"COL","Digital","Empresario",5832,"2022-03-16","pyme","6",NULL,"2022-06-06",NULL,11,4092,"7","10","5"
5833,"COL","Digital","Contador",5833,"2019-07-27","plus","12",NULL,"2019-09-29",NULL,1,4647,"3","9","6"
5834,"COL","Digital","Contador",5834,"2019-03-03","pro","12",NULL,"2019-03-04",NULL,14,1962,"3","2","3"
5835,"COL","Digital","Contador",5835,"2019-01-02","consulta","6","pyme","2019-01-05","2019-03-05",24,6067,"7","8","7"
5836,"COL","Digital","Empresario",5836,"2019-07-02","pyme","6",NULL,"2019-07-03",NULL,475,7902,"1","10","0"
5837,"COL","Digital","Empresario",5837,"2021-08-08","plus","12",NULL,"2021-09-18",NULL,28,9913,"8","7","5"
5838,"COL","Digital","Empresario",5838,"2021-08-24","consulta","6",NULL,NULL,NULL,30,2614,"10","0","10"
5839,"COL","Digital","Empresario",5839,"2019-02-04","consulta","6","plus","2019-03-28","2019-06-28",487,1089,"3","0","9"
5840,"COL","Digital","Contador",5840,"2020-06-07","plus","12",NULL,"2020-06-14",NULL,41,2717,"1","2","2"
5841,"COL","Digital","Independiente",5841,"2021-09-07","pro","6",NULL,"2021-12-04",NULL,29,8139,"5","9","4"
5842,"COL","Digital","Empresario",5842,"2019-09-28","pro","12",NULL,"2019-10-15",NULL,38,9414,"7","2","1"
5843,"COL","Digital","Empresario",5843,"2021-01-09","pro","12",NULL,"2021-01-13",NULL,28,9123,"8","7","5"
5844,"COL","Digital","Contador",5844,"2019-11-11","pyme","6",NULL,"2019-12-17",NULL,38,6345,"2","2","9"
5845,"COL","Digital","Empresario",5845,"2019-01-26","pyme","6",NULL,"2019-05-03",NULL,476,4255,"7","8","9"
5846,"COL","Digital","Independiente",5846,"2020-09-16","pyme","6",NULL,"2020-09-17",NULL,286,7696,"6","4","1"
5847,"COL","Digital","Empresario",5847,"2019-03-09","pyme","12",NULL,"2019-06-05",NULL,48,8973,"1","4","6"
5848,"COL","Digital","Independiente",5848,"2020-06-26","consulta","12",NULL,NULL,NULL,24,1750,"8","2","10"
5849,"COL","Digital","Contador",5849,"2021-07-15","pro","12",NULL,"2021-09-25",NULL,546,4034,"10","1","4"
5850,"COL","Digital","Contador",5850,"2021-11-07","pyme","6",NULL,"2021-12-01",NULL,62,1840,"6","5","9"
5851,"COL","Digital","Empresario",5851,"2020-03-01","consulta","6","pyme","2020-03-02","2020-06-21",38,6578,"9","10","2"
5852,"COL","Digital","Empresario",5852,"2020-03-31","pyme","6",NULL,"2020-06-07",NULL,35,3314,"6","1","7"
5853,"COL","Digital","Independiente",5853,"2021-01-04","consulta","12","pyme","2021-03-17","2021-08-04",33,1516,"6","0","0"
5854,"COL","Digital","Independiente",5854,"2019-05-09","consulta","12","pro","2019-06-04","2020-05-15",123,4023,"5","2","5"
5855,"COL","Digital","Empresario",5855,"2019-06-11","pro","12",NULL,"2019-11-01",NULL,1601,3985,"9","0","6"
5856,"COL","Digital","Contador",5856,"2019-06-13","consulta","12","pro","2019-08-29","2019-12-13",383,2256,"4","4","1"
5857,"COL","Digital","Independiente",5857,"2019-05-03","pyme","6",NULL,"2019-06-04",NULL,400,4859,"2","4","1"
5858,"COL","Digital","Contador",5858,"2019-05-01","pro","6",NULL,"2019-05-21",NULL,7,5558,"9","10","5"
5859,"COL","Digital","Contador",5859,"2019-05-14","pro","6",NULL,"2019-05-15",NULL,1429,3693,"7","5","1"
5860,"COL","Digital","Independiente",5860,"2019-06-09","consulta","6","pro","2019-06-22","2019-12-12",141,8973,"5","7","1"
5861,"COL","Digital","Contador",5861,"2019-12-07","pyme","12",NULL,"2020-02-29",NULL,27,2012,"10","9","1"
5862,"COL","Digital","Empresario",5862,"2020-05-29","pyme","12",NULL,"2020-06-12",NULL,8,2826,"7","1","8"
5863,"COL","Digital","Empresario",5863,"2021-06-10","pyme","12",NULL,"2021-07-31",NULL,272,8881,"4","4","6"
5864,"COL","Digital","Independiente",5864,"2022-03-25","plus","12",NULL,"2022-04-21",NULL,270,9979,"3","6","4"
5865,"COL","Digital","Contador",5865,"2019-05-19","pyme","6",NULL,"2019-08-05",NULL,16,3323,"9","2","2"
5866,"COL","Digital","Independiente",5866,"2021-02-26","pyme","12",NULL,"2021-05-07",NULL,44,2199,"5","5","8"
5867,"COL","Digital","Independiente",5867,"2022-03-10","pyme","12",NULL,"2022-03-11",NULL,100,1133,"10","9","10"
5868,"COL","Digital","Empresario",5868,"2021-01-22","consulta","12","pyme","2021-02-15","2021-07-06",6,8472,"5","8","10"
5869,"COL","Digital","Empresario",5869,"2021-10-31","pyme","6",NULL,"2021-11-01",NULL,143,7100,"6","1","0"
5870,"COL","Digital","Empresario",5870,"2019-12-06","pyme","6",NULL,"2020-02-07",NULL,2313,6970,"5","6","2"
5871,"COL","Digital","Empresario",5871,"2022-02-28","consulta","6","plus","2022-06-09","2022-08-06",957,1771,"10","9","8"
5872,"COL","Digital","Contador",5872,"2021-02-18","pyme","6",NULL,"2021-04-02",NULL,1889,8519,"4","6","3"
5873,"COL","Digital","Empresario",5873,"2020-02-15","plus","12",NULL,"2020-02-16",NULL,336,2495,"5","6","5"
5874,"COL","Digital","Empresario",5874,"2021-07-07","pyme","6",NULL,"2021-08-29",NULL,137,3428,"2","10","0"
5875,"COL","Digital","Empresario",5875,"2021-12-10","consulta","12","plus","2021-12-30","2023-05-31",974,3214,"3","8","10"
5876,"COL","Digital","Empresario",5876,"2021-01-20","plus","12",NULL,"2021-03-22",NULL,380,7979,"2","8","10"
5877,"COL","Digital","Empresario",5877,"2019-02-12","pyme","6",NULL,"2019-03-30",NULL,314,8664,"5","2","9"
5878,"COL","Digital","Contador",5878,"2020-06-12","consulta","6","plus","2020-07-28","2021-10-21",1643,3523,"2","3","10"
5879,"COL","Digital","Independiente",5879,"2021-08-09","pyme","6",NULL,"2021-09-19",NULL,1916,8426,"5","0","4"
5880,"COL","Digital","Contador",5880,"2019-06-11","consulta","6","plus","2019-09-08","2019-10-09",490,1270,"9","3","8"
5881,"COL","Digital","Independiente",5881,"2022-01-17","consulta","12","pyme","2022-01-18","2022-04-15",36,5436,"1","3","10"
5882,"COL","Digital","Empresario",5882,"2019-11-16","pyme","6",NULL,"2020-01-13",NULL,447,2487,"7","3","4"
5883,"COL","Digital","Independiente",5883,"2019-06-02","consulta","12","pro","2019-06-03","2019-11-23",372,3890,"5","7","0"
5884,"COL","Digital","Empresario",5884,"2019-05-11","pyme","12",NULL,"2019-06-22",NULL,16,6593,"1","6","4"
5885,"COL","Digital","Independiente",5885,"2020-09-21","consulta","6","pyme","2020-11-14","2022-08-26",31,8063,"8","8","4"
5886,"COL","Digital","Empresario",5886,"2020-04-03","plus","6",NULL,"2020-04-04",NULL,1589,2387,"4","4","2"
5887,"COL","Digital","Empresario",5887,"2019-05-04","pyme","6",NULL,"2019-06-01",NULL,91,5713,"3","3","1"
5888,"COL","Digital","Independiente",5888,"2021-12-12","plus","12",NULL,"2022-03-03",NULL,13,8888,"10","9","5"
5889,"COL","Digital","Empresario",5889,"2022-02-09","pro","6",NULL,"2022-03-30",NULL,12,7517,"2","2","4"
5890,"COL","Digital","Independiente",5890,"2020-03-04","consulta","6","plus","2020-03-28","2020-08-08",1479,7261,"1","3","4"
5891,"COL","Digital","Independiente",5891,"2019-01-24","consulta","6",NULL,NULL,NULL,54,4599,"10","2","0"
5892,"COL","Digital","Independiente",5892,"2020-04-09","pyme","12",NULL,"2020-06-20",NULL,1229,4474,"9","3","10"
5893,"COL","Digital","Empresario",5893,"2020-09-16","pyme","12",NULL,"2020-09-17",NULL,833,3272,"2","8","10"
5894,"COL","Digital","Empresario",5894,"2019-10-14","pyme","12",NULL,"2019-10-21",NULL,23,4181,"8","10","8"
5895,"COL","Digital","Empresario",5895,"2020-01-10","consulta","6","pyme","2020-01-27","2021-11-15",45,6334,"1","9","1"
5896,"COL","Digital","Independiente",5896,"2022-01-17","consulta","6","pyme","2022-01-30","2022-04-05",17,9350,"5","4","6"
5897,"COL","Digital","Contador",5897,"2022-02-06","pyme","6",NULL,"2022-03-24",NULL,113,3374,"9","6","10"
5898,"COL","Digital","Empresario",5898,"2020-12-11","pro","12",NULL,"2021-01-10",NULL,1922,9121,"10","7","0"
5899,"COL","Digital","Empresario",5899,"2019-04-21","pro","6",NULL,"2019-08-14",NULL,222,4141,"3","3","4"
5900,"COL","Digital","Independiente",5900,"2020-07-25","pro","6",NULL,"2020-08-26",NULL,50,3600,"9","6","6"
5901,"COL","Digital","Independiente",5901,"2020-01-13","pyme","12",NULL,"2020-01-27",NULL,25,5807,"8","1","6"
5902,"COL","Digital","Empresario",5902,"2021-05-18","plus","12",NULL,"2021-05-19",NULL,373,3108,"3","9","10"
5903,"COL","Digital","Independiente",5903,"2021-03-16","consulta","6","plus","2021-03-17","2022-08-31",1835,5146,"10","6","2"
5904,"COL","Digital","Empresario",5904,"2021-01-13","pyme","12",NULL,"2021-01-14",NULL,2822,8296,"2","0","2"
5905,"COL","Digital","Contador",5905,"2021-10-08","pyme","6",NULL,"2021-12-25",NULL,2317,3781,"1","9","10"
5906,"COL","Digital","Empresario",5906,"2019-09-09","pro","6",NULL,"2019-09-10",NULL,42,9125,"6","6","7"
5907,"COL","Digital","Empresario",5907,"2020-09-16","consulta","6","pro","2020-10-10","2021-02-13",487,8536,"4","7","8"
5908,"COL","Digital","Independiente",5908,"2021-01-04","pyme","6",NULL,"2021-01-05",NULL,195,1759,"8","3","3"
5909,"COL","Digital","Contador",5909,"2019-06-13","pyme","6",NULL,"2019-07-13",NULL,1741,9587,"8","9","1"
5910,"COL","Digital","Independiente",5910,"2022-03-01","pyme","6",NULL,"2022-04-15",NULL,415,8527,"8","2","0"
5911,"COL","Digital","Independiente",5911,"2021-01-21","pro","6",NULL,"2021-02-05",NULL,90,8914,"8","10","3"
5912,"COL","Digital","Independiente",5912,"2019-05-16","pro","6",NULL,"2019-07-12",NULL,493,7907,"6","2","4"
5913,"COL","Digital","Independiente",5913,"2019-10-15","consulta","6",NULL,NULL,NULL,68,5272,"1","9","5"
5914,"COL","Digital","Independiente",5914,"2021-12-07","pyme","6",NULL,"2021-12-17",NULL,2162,5233,"2","1","10"
5915,"COL","Digital","Empresario",5915,"2021-06-15","consulta","6","plus","2021-07-18","2021-12-22",112,3389,"5","5","10"
5916,"COL","Digital","Contador",5916,"2019-09-12","pyme","6",NULL,"2019-09-13",NULL,350,8061,"6","9","2"
5917,"COL","Digital","Empresario",5917,"2021-09-27","pro","12",NULL,"2021-11-12",NULL,2127,2091,"2","0","5"
5918,"COL","Digital","Empresario",5918,"2022-03-16","pro","6",NULL,"2022-07-29",NULL,2590,3042,"6","2","1"
5919,"COL","Digital","Empresario",5919,"2020-05-28","consulta","6",NULL,NULL,NULL,14,1335,"6","8","7"
5920,"COL","Digital","Contador",5920,"2020-09-15","pyme","12",NULL,"2020-09-16",NULL,319,2865,"3","5","3"
5921,"COL","Digital","Independiente",5921,"2020-11-14","pyme","12",NULL,"2020-11-16",NULL,332,9972,"5","6","6"
5922,"COL","Digital","Independiente",5922,"2020-07-28","consulta","6",NULL,NULL,NULL,69,2835,"4","8","5"
5923,"COL","Digital","Empresario",5923,"2020-04-25","pyme","12",NULL,"2020-06-09",NULL,1356,4306,"5","4","1"
5924,"COL","Digital","Empresario",5924,"2022-03-02","pyme","6",NULL,"2022-04-03",NULL,382,2316,"10","4","8"
5925,"COL","Digital","Empresario",5925,"2021-12-17","pro","12",NULL,"2022-03-18",NULL,30,2343,"5","7","3"
5926,"COL","Digital","Independiente",5926,"2020-10-01","pyme","12",NULL,"2020-10-02",NULL,755,1944,"3","2","1"
5927,"COL","Digital","Empresario",5927,"2021-12-29","pro","6",NULL,"2022-01-23",NULL,144,4935,"2","1","7"
5928,"COL","Digital","Independiente",5928,"2019-01-03","pro","12",NULL,"2019-04-19",NULL,44,9324,"2","10","1"
5929,"COL","Digital","Contador",5929,"2021-03-19","pro","6",NULL,"2021-03-20",NULL,313,1266,"6","6","1"
5930,"COL","Digital","Empresario",5930,"2022-03-16","consulta","12","plus","2022-05-10","2022-09-26",2588,6788,"3","6","5"
5931,"COL","Digital","Empresario",5931,"2019-05-13","pyme","6",NULL,"2019-09-15",NULL,18,3629,"4","8","9"
5932,"COL","Digital","Independiente",5932,"2019-10-16","pro","6",NULL,"2020-01-03",NULL,211,6464,"3","6","9"
5933,"COL","Digital","Independiente",5933,"2021-03-14","pro","12",NULL,"2021-03-15",NULL,2,5219,"5","8","4"
5934,"COL","Digital","Independiente",5934,"2020-04-16","pyme","12",NULL,"2020-06-14",NULL,280,5347,"3","8","10"
5935,"COL","Digital","Independiente",5935,"2021-08-31","consulta","6",NULL,NULL,NULL,10,4428,"7","1","3"
5936,"COL","Digital","Contador",5936,"2021-10-15","consulta","6","pyme","2021-10-16","2023-06-20",25,4440,"3","3","2"
5937,"COL","Digital","Empresario",5937,"2021-12-08","pro","12",NULL,"2022-01-06",NULL,14,7069,"5","10","3"
5938,"COL","Digital","Empresario",5938,"2021-10-15","pyme","6",NULL,"2021-10-16",NULL,336,8897,"7","7","0"
5939,"COL","Digital","Independiente",5939,"2019-07-25","consulta","12",NULL,NULL,NULL,25,6483,"7","3","4"
5940,"COL","Digital","Contador",5940,"2021-05-21","pyme","6",NULL,"2021-08-06",NULL,37,5722,"8","1","7"
5941,"COL","Digital","Independiente",5941,"2019-05-21","consulta","12","plus","2019-06-07","2019-06-07",1703,5355,"3","4","3"
5942,"COL","Digital","Empresario",5942,"2019-03-12","consulta","6","plus","2019-03-16","2019-05-12",1137,9301,"9","9","3"
5943,"COL","Digital","Contador",5943,"2019-02-03","pyme","12",NULL,"2019-02-23",NULL,1275,1019,"3","1","6"
5944,"COL","Digital","Empresario",5944,"2021-01-11","pyme","6",NULL,"2021-01-31",NULL,923,8676,"2","4","10"
5945,"COL","Digital","Independiente",5945,"2019-06-14","pro","12",NULL,"2019-09-15",NULL,78,7592,"6","7","10"
5946,"COL","Digital","Empresario",5946,"2019-02-27","pyme","12",NULL,"2019-02-28",NULL,2512,4253,"2","6","7"
5947,"COL","Digital","Empresario",5947,"2020-07-10","consulta","12","plus","2020-07-11","2021-10-20",2823,7845,"10","1","2"
5948,"COL","Digital","Empresario",5948,"2021-01-17","pyme","6",NULL,"2021-02-25",NULL,325,6428,"9","2","0"
5949,"COL","Digital","Contador",5949,"2021-03-13","pyme","12",NULL,"2021-04-25",NULL,7,8419,"7","5","7"
5950,"COL","Digital","Empresario",5950,"2020-10-29","plus","6",NULL,"2020-11-08",NULL,341,6064,"1","1","9"
5951,"COL","Digital","Empresario",5951,"2019-01-28","pro","6",NULL,"2019-01-29",NULL,13,2452,"6","8","10"
5952,"COL","Digital","Empresario",5952,"2021-01-25","consulta","6","plus","2021-02-13","2022-11-09",962,4042,"3","0","7"
5953,"COL","Digital","Independiente",5953,"2022-04-03","consulta","12","pro","2022-04-04","2022-04-04",279,2961,"6","0","8"
5954,"COL","Digital","Contador",5954,"2020-12-27","pyme","6",NULL,"2021-04-21",NULL,35,4253,"3","0","8"
5955,"COL","Digital","Independiente",5955,"2020-07-20","consulta","12",NULL,NULL,NULL,66,4207,"5","4","5"
5956,"COL","Digital","Contador",5956,"2022-01-22","pyme","12",NULL,"2022-01-23",NULL,187,9040,"5","7","7"
5957,"COL","Digital","Empresario",5957,"2020-05-30","consulta","12","plus","2020-06-30","2020-09-03",2221,6656,"8","0","6"
5958,"COL","Digital","Contador",5958,"2021-12-19","pyme","12",NULL,"2021-12-20",NULL,1287,5596,"4","4","3"
5959,"COL","Digital","Empresario",5959,"2019-12-10","pyme","6",NULL,"2019-12-11",NULL,32,4960,"6","3","4"
5960,"COL","Digital","Contador",5960,"2022-01-07","plus","12",NULL,"2022-02-21",NULL,152,9915,"6","5","6"
5961,"COL","Digital","Contador",5961,"2019-10-28","consulta","6","pro","2020-02-10","2021-02-09",281,3761,"2","0","0"
5962,"COL","Digital","Empresario",5962,"2019-01-28","pyme","12",NULL,"2019-02-13",NULL,431,6235,"8","8","7"
5963,"COL","Digital","Empresario",5963,"2020-07-31","pro","12",NULL,"2020-09-15",NULL,10,8570,"10","6","5"
5964,"COL","Digital","Contador",5964,"2020-01-28","pyme","6",NULL,"2020-03-10",NULL,349,6778,"6","7","9"
5965,"COL","Digital","Independiente",5965,"2020-12-21","pyme","12",NULL,"2021-01-14",NULL,1694,1940,"3","9","7"
5966,"COL","Digital","Empresario",5966,"2022-02-05","pyme","6",NULL,"2022-03-06",NULL,824,8224,"10","9","8"
5967,"COL","Digital","Independiente",5967,"2021-02-23","pro","12",NULL,"2021-03-18",NULL,491,8076,"6","8","1"
5968,"COL","Digital","Empresario",5968,"2021-02-05","pyme","12",NULL,"2021-02-28",NULL,27,3343,"3","1","10"
5969,"COL","Digital","Empresario",5969,"2021-04-20","pyme","12",NULL,"2021-04-21",NULL,354,9176,"2","10","4"
5970,"COL","Digital","Empresario",5970,"2021-01-10","pyme","12",NULL,"2021-01-11",NULL,2443,3066,"7","9","10"
5971,"COL","Digital","Empresario",5971,"2022-03-09","pyme","12",NULL,"2022-04-16",NULL,454,5922,"8","7","7"
5972,"COL","Digital","Contador",5972,"2019-02-02","plus","12",NULL,"2019-02-03",NULL,34,6087,"4","0","0"
5973,"COL","Digital","Empresario",5973,"2019-01-13","pyme","6",NULL,"2019-01-14",NULL,226,9505,"1","0","7"
5974,"COL","Digital","Independiente",5974,"2020-04-17","pyme","12",NULL,"2020-06-03",NULL,193,6353,"6","4","10"
5975,"COL","Digital","Empresario",5975,"2019-01-24","pyme","12",NULL,"2019-03-16",NULL,269,6917,"1","0","1"
5976,"COL","Digital","Contador",5976,"2021-07-18","pyme","12",NULL,"2021-09-04",NULL,350,2386,"4","0","6"
5977,"COL","Digital","Independiente",5977,"2020-09-05","pyme","12",NULL,"2020-11-02",NULL,2679,3045,"2","9","3"
5978,"COL","Digital","Contador",5978,"2021-12-03","pyme","12",NULL,"2021-12-04",NULL,767,2773,"6","1","10"
5979,"COL","Digital","Contador",5979,"2020-08-28","pyme","6",NULL,"2020-10-08",NULL,442,5805,"3","8","10"
5980,"COL","Digital","Empresario",5980,"2019-04-04","pyme","6",NULL,"2019-10-22",NULL,23,2454,"3","9","7"
5981,"COL","Digital","Empresario",5981,"2019-09-26","consulta","6","plus","2019-10-08","2019-10-08",2528,4211,"6","4","5"
5982,"COL","Digital","Empresario",5982,"2022-01-15","pro","12",NULL,"2022-02-14",NULL,402,5044,"4","1","7"
5983,"COL","Digital","Contador",5983,"2021-11-14","pyme","12",NULL,"2021-12-15",NULL,3,8019,"5","7","1"
5984,"COL","Digital","Independiente",5984,"2019-06-15","pro","12",NULL,"2019-11-09",NULL,33,4207,"8","5","3"
5985,"COL","Digital","Empresario",5985,"2022-02-11","pyme","6",NULL,"2022-03-04",NULL,339,4795,"8","2","3"
5986,"COL","Digital","Empresario",5986,"2020-02-01","pyme","6",NULL,"2020-03-20",NULL,44,5630,"10","9","3"
5987,"COL","Digital","Empresario",5987,"2019-05-27","pyme","12",NULL,"2019-05-28",NULL,94,3915,"3","10","7"
5988,"COL","Digital","Empresario",5988,"2020-11-04","consulta","6",NULL,NULL,NULL,49,1810,"2","9","2"
5989,"COL","Digital","Independiente",5989,"2022-01-09","pyme","12",NULL,"2022-04-21",NULL,289,5638,"4","0","5"
5990,"COL","Digital","Independiente",5990,"2021-04-13","pro","12",NULL,"2021-09-11",NULL,103,9807,"2","7","3"
5991,"COL","Digital","Independiente",5991,"2020-02-26","pro","6",NULL,"2020-04-23",NULL,395,8025,"2","3","10"
5992,"COL","Digital","Empresario",5992,"2019-12-02","pyme","12",NULL,"2019-12-03",NULL,50,1792,"2","0","1"
5993,"COL","Digital","Empresario",5993,"2019-01-01","pyme","6",NULL,"2019-01-02",NULL,1039,3544,"1","4","5"
5994,"COL","Digital","Contador",5994,"2019-12-18","pyme","12",NULL,"2019-12-19",NULL,1389,9727,"10","8","4"
5995,"COL","Digital","Empresario",5995,"2021-11-04","pyme","12",NULL,"2021-11-19",NULL,2755,8515,"9","8","9"
5996,"COL","Digital","Contador",5996,"2021-04-03","consulta","12",NULL,NULL,NULL,39,5230,"7","0","2"
5997,"COL","Digital","Contador",5997,"2020-05-09","consulta","6","pyme","2020-07-19","2020-08-21",2,1868,"5","6","5"
5998,"COL","Digital","Independiente",5998,"2020-10-24","pro","12",NULL,"2020-10-31",NULL,261,5444,"10","3","0"
5999,"COL","Digital","Empresario",5999,"2020-06-13","pyme","12",NULL,"2020-06-14",NULL,2438,3646,"8","7","10"
6000,"COL","Digital","Empresario",6000,"2019-01-11","pyme","12",NULL,"2019-02-08",NULL,2345,6474,"1","5","8"
6001,"COL","Digital","Independiente",6001,"2021-03-25","consulta","12","pyme","2021-04-22","2022-01-08",11,4121,"9","0","6"
6002,"COL","Digital","Empresario",6002,"2021-05-16","pyme","12",NULL,"2021-05-17",NULL,22,2820,"9","5","5"
6003,"COL","Digital","Empresario",6003,"2020-06-23","consulta","12","plus","2020-06-24","2020-08-05",372,6724,"5","4","1"
6004,"COL","Digital","Empresario",6004,"2019-07-30","consulta","6","pyme","2019-09-14","2019-09-14",6,8554,"6","6","8"
6005,"COL","Digital","Independiente",6005,"2020-06-01","pyme","12",NULL,"2020-06-29",NULL,2129,6117,"5","9","4"
6006,"COL","Digital","Empresario",6006,"2021-04-16","plus","12",NULL,"2021-04-28",NULL,23,9017,"8","9","10"
6007,"COL","Digital","Empresario",6007,"2021-07-30","consulta","6",NULL,NULL,NULL,24,3051,"3","5","4"
6008,"COL","Digital","Independiente",6008,"2021-02-12","pyme","6",NULL,"2021-06-02",NULL,377,3237,"3","5","4"
6009,"COL","Digital","Empresario",6009,"2021-04-02","pyme","12",NULL,"2021-04-06",NULL,367,3146,"8","9","8"
6010,"COL","Digital","Independiente",6010,"2022-03-31","pyme","12",NULL,"2022-05-06",NULL,31,2375,"5","4","0"
6011,"COL","Digital","Empresario",6011,"2019-03-23","consulta","6",NULL,NULL,NULL,15,5644,"2","6","9"
6012,"COL","Digital","Empresario",6012,"2019-09-09","plus","12",NULL,"2019-09-10",NULL,20,8346,"4","7","2"
6013,"COL","Digital","Independiente",6013,"2022-02-13","plus","12",NULL,"2022-02-14",NULL,177,4972,"7","7","7"
6014,"COL","Digital","Empresario",6014,"2021-12-22","pro","12",NULL,"2022-01-28",NULL,16,7918,"5","9","3"
6015,"COL","Digital","Empresario",6015,"2022-02-16","plus","12",NULL,"2022-02-17",NULL,345,9765,"10","6","0"
6016,"COL","Digital","Independiente",6016,"2021-07-10","pyme","6",NULL,"2021-08-03",NULL,15,5252,"3","6","6"
6017,"COL","Digital","Independiente",6017,"2021-03-24","plus","12",NULL,"2021-03-25",NULL,289,9039,"3","4","2"
6018,"COL","Digital","Independiente",6018,"2019-02-11","pro","12",NULL,"2019-02-12",NULL,2595,4816,"4","4","5"
6019,"COL","Digital","Independiente",6019,"2020-10-20","pro","6",NULL,"2021-02-24",NULL,1267,3797,"1","1","8"
6020,"COL","Digital","Empresario",6020,"2021-05-22","pyme","12",NULL,"2021-08-16",NULL,293,3632,"1","8","8"
6021,"COL","Digital","Independiente",6021,"2021-06-20","consulta","12","plus","2021-11-05","2023-10-18",2233,8299,"9","0","2"
6022,"COL","Digital","Empresario",6022,"2020-03-03","pyme","12",NULL,"2020-03-04",NULL,1991,8558,"9","1","2"
6023,"COL","Digital","Independiente",6023,"2019-04-15","pyme","12",NULL,"2019-05-02",NULL,45,9178,"9","10","9"
6024,"COL","Digital","Empresario",6024,"2019-10-23","pro","12",NULL,"2020-01-27",NULL,1731,5689,"2","7","8"
6025,"COL","Digital","Empresario",6025,"2022-01-06","pyme","12",NULL,"2022-01-21",NULL,937,3606,"2","0","2"
6026,"COL","Digital","Empresario",6026,"2019-05-26","consulta","6","plus","2019-07-05","2019-07-05",696,7077,"1","5","0"
6027,"COL","Digital","Independiente",6027,"2021-09-05","consulta","6","plus","2021-10-22","2021-12-30",732,1192,"4","5","5"
6028,"COL","Digital","Independiente",6028,"2021-11-26","consulta","12","plus","2022-02-20","2023-09-17",2618,7673,"2","6","8"
6029,"COL","Digital","Contador",6029,"2019-12-09","pyme","6",NULL,"2019-12-10",NULL,474,5537,"1","7","3"
6030,"COL","Digital","Empresario",6030,"2019-07-17","pro","12",NULL,"2019-10-09",NULL,1312,4192,"10","2","8"
6031,"COL","Digital","Empresario",6031,"2022-03-25","pyme","6",NULL,"2022-03-26",NULL,46,1479,"5","2","10"
6032,"COL","Digital","Contador",6032,"2020-10-19","pro","6",NULL,"2020-12-23",NULL,388,4883,"4","8","7"
6033,"COL","Digital","Contador",6033,"2019-10-16","pyme","6",NULL,"2019-10-17",NULL,1092,8631,"6","8","3"
6034,"COL","Digital","Independiente",6034,"2020-11-09","plus","12",NULL,"2020-11-10",NULL,233,7227,"5","9","9"
6035,"COL","Digital","Contador",6035,"2019-08-07","pro","6",NULL,"2019-08-23",NULL,59,5591,"10","2","7"
6036,"COL","Digital","Empresario",6036,"2020-12-13","pyme","12",NULL,"2021-01-02",NULL,849,9677,"7","4","2"
6037,"COL","Digital","Independiente",6037,"2021-05-07","pyme","12",NULL,"2021-07-13",NULL,264,8751,"1","7","4"
6038,"COL","Digital","Contador",6038,"2019-09-09","pyme","6",NULL,"2019-11-01",NULL,42,5197,"7","5","9"
6039,"COL","Digital","Empresario",6039,"2019-02-08","pro","12",NULL,"2019-02-09",NULL,1455,7298,"10","9","4"
6040,"COL","Digital","Independiente",6040,"2021-09-25","pyme","12",NULL,"2021-09-26",NULL,35,1121,"7","3","2"
6041,"COL","Digital","Empresario",6041,"2021-12-25","pro","6",NULL,"2022-02-15",NULL,252,8249,"9","8","3"
6042,"COL","Digital","Contador",6042,"2019-12-15","pyme","12",NULL,"2019-12-27",NULL,28,1253,"10","9","9"
6043,"COL","Digital","Empresario",6043,"2019-03-09","pro","12",NULL,"2019-03-10",NULL,1616,9537,"9","0","1"
6044,"COL","Digital","Empresario",6044,"2021-02-17","consulta","6","pyme","2021-03-02","2021-04-12",13,4534,"2","7","10"
6045,"COL","Digital","Independiente",6045,"2019-06-26","pyme","12",NULL,"2019-08-22",NULL,2548,6803,"9","7","7"
6046,"COL","Digital","Empresario",6046,"2020-01-21","pyme","12",NULL,"2020-02-14",NULL,47,7735,"6","7","7"
